39008 84002
21987 15603 0.200000
21988 309 0.047619
21988 21989 1.000000
21990 221 0.006024
21991 2933 0.250000
21991 21614 0.333333
21992 5916 0.100000
21993 13370 0.142857
21994 13370 0.142857
21995 7888 0.100000
21996 21997 1.000000
21998 21996 1.000000
21999 827 0.014706
21999 1537 0.009174
21999 10683 0.043478
21999 22000 0.333333
22001 309 0.047619
22001 4755 0.050000
22001 5045 0.014085
22001 7744 0.076923
22003 527 0.016667
22003 2795 0.076923
22003 4027 0.026316
22003 22004 1.000000
22003 22005 1.000000
22006 1342 0.100000
22007 1566 0.008547
22007 5045 0.014085
22007 12935 0.166667
22007 13856 0.076923
22008 234 0.033333
22008 15405 0.500000
22008 22009 0.500000
22010 10072 0.076923
22011 6754 0.166667
22011 10622 0.250000
22012 3950 0.200000
22013 22014 1.000000
22013 22015 0.500000
22016 3671 0.166667
22016 20622 0.333333
22016 21837 0.500000
22017 740 0.037037
22018 564 0.023810
22019 1564 0.058824
22019 1616 0.034483
22020 5448 0.125000
22020 22021 1.000000
22022 563 0.071429
22023 4 0.022222
22024 22024 1.000000
22026 5404 0.166667
22026 22027 1.000000
22027 22026 1.000000
22028 22029 1.000000
22030 11594 0.100000
22030 19558 1.000000
22030 22031 0.250000
22030 22032 1.000000
22031 24001 1.000000
22033 527 0.016667
22034 446 0.013514
22034 1448 0.047619
22035 21326 0.500000
22036 4235 0.250000
22038 4459 0.142857
22038 22039 1.000000
22040 9873 0.500000
22041 2106 0.047619
22041 20089 0.500000
22042 651 0.030303
22043 17593 0.500000
22046 234 0.033333
22046 8168 0.100000
22047 1537 0.009174
22047 8900 0.083333
22048 19681 0.333333
22050 5002 0.026316
22050 6917 0.125000
22050 7616 0.083333
22050 8717 0.142857
22051 384 0.028571
22051 606 0.005000
22052 114 0.017857
22052 876 0.030303
22052 1357 0.333333
22052 17082 0.200000
22053 498 0.008772
22054 15257 0.500000
22055 8236 0.250000
22056 17912 0.333333
22057 338 0.009524
22057 530 0.028571
22057 601 0.055556
22058 835 0.038462
22058 1619 0.035714
22059 7908 0.090909
22060 17408 0.500000
22061 605 0.014085
22062 2419 0.034483
22063 620 0.035714
22063 2419 0.034483
22064 2419 0.034483
22064 3280 0.200000
22064 22065 1.000000
22064 22066 1.000000
22067 2419 0.034483
22067 7340 0.250000
22069 4971 0.500000
22070 2313 0.018182
22070 22071 1.000000
22070 22072 1.000000
22071 25535 1.000000
22073 14829 0.250000
22074 3598 0.062500
22074 22075 1.000000
22076 13202 0.333333
22076 16638 0.200000
22083 3435 0.050000
22083 22084 1.000000
22084 22083 1.000000
22086 5275 0.028571
22087 3399 0.066667
22088 6760 0.083333
22088 19173 0.333333
22089 22090 0.500000
22091 2358 0.018182
22091 24083 1.000000
22092 1640 0.047619
22093 2213 0.023810
22093 3715 0.058824
22094 1640 0.047619
22095 1166 0.015152
22095 1952 0.052632
22095 21208 0.500000
22095 22096 1.000000
22097 1640 0.047619
22098 367 0.018182
22098 22099 1.000000
22101 17470 0.142857
22103 789 0.030303
22104 22105 1.000000
22106 21395 0.333333
22107 9349 1.000000
22107 23868 1.000000
22107 24690 0.250000
22107 25314 0.333333
22107 26368 1.000000
22108 17801 0.500000
22109 4672 0.090909
22109 13098 0.125000
22109 19350 0.500000
22109 22110 1.000000
22111 127 0.023810
22111 1166 0.015152
22111 1361 0.083333
22111 11408 0.100000
22111 22112 1.000000
22113 22114 1.000000
22116 4450 0.062500
22117 386 0.008621
22118 6339 0.166667
22119 2677 0.142857
22120 524 0.018519
22121 1012 0.027027
22122 4583 0.040000
22124 2048 0.076923
22125 22126 1.000000
22127 22128 1.000000
22129 22130 1.000000
22131 22132 0.500000
22134 236 0.045455
22136 13601 0.500000
22137 1609 0.021739
22140 22141 1.000000
22140 22142 1.000000
22141 11798 0.500000
22142 28610 1.000000
22143 17391 0.333333
22145 4076 0.500000
22145 8642 0.100000
22146 2520 0.111111
22146 8642 0.100000
22147 6893 0.100000
22147 10655 0.200000
22147 15981 0.142857
22148 22149 1.000000
22150 15979 0.166667
22150 15982 0.250000
22150 22151 1.000000
22151 2802 0.200000
22151 6681 0.083333
22151 15982 0.250000
22152 1450 0.083333
22152 3322 0.090909
22152 6330 0.030303
22152 22153 1.000000
22152 22154 1.000000
22155 11714 0.333333
22155 19800 0.333333
22156 612 0.012821
22157 8087 0.142857
22157 9015 0.111111
22157 9862 0.055556
22164 2111 0.055556
22164 10683 0.043478
22164 10913 0.250000
22167 4755 0.050000
22168 1566 0.008547
22174 498 0.008772
22176 2014 0.023256
22176 25226 1.000000
22176 25227 1.000000
22176 25228 1.000000
22183 11701 0.333333
22185 6374 0.043478
22188 1270 0.013699
22189 6341 0.090909
22195 542 0.010989
22195 7266 0.500000
22195 15936 0.250000
22195 22430 1.000000
22196 112 0.014493
22196 3632 0.040000
22196 7843 0.050000
22196 14711 0.250000
22196 15148 0.250000
22196 22450 1.000000
22196 22451 1.000000
22198 239 0.006849
22198 25816 0.500000
22199 20552 0.250000
22199 21249 1.000000
22211 27357 1.000000
22215 5045 0.014085
22215 27359 1.000000
22221 6377 0.066667
22250 26323 1.000000
22251 10395 0.333333
22255 26454 1.000000
22256 5045 0.014085
22260 7746 0.058824
22260 26464 1.000000
22265 2429 0.100000
22267 1011 0.002584
22267 14177 0.500000
22269 7003 0.076923
22269 13474 0.166667
22269 21485 0.333333
22269 23749 0.500000
22273 18645 0.166667
22273 20552 0.250000
22279 1370 0.333333
22279 3759 0.250000
22279 12799 0.250000
22285 6374 0.043478
22302 960 0.032258
22302 5744 0.023810
22303 9114 0.058824
22304 1566 0.008547
22307 1862 0.076923
22308 12367 0.166667
22309 22310 1.000000
22311 2959 0.032258
22312 7481 0.142857
22313 9954 0.076923
22314 7918 0.100000
22315 13921 0.500000
22316 16430 0.200000
22317 8283 0.250000
22318 2568 0.016949
22318 22319 0.500000
22320 2313 0.018182
22322 3449 0.045455
22322 4027 0.026316
22323 3321 0.250000
22324 6100 0.125000
22324 22325 1.000000
22326 22327 1.000000
22328 18224 0.333333
22329 22330 1.000000
22330 22329 1.000000
22331 9020 0.166667
22332 22333 0.500000
22333 6009 0.166667
22334 4613 0.020000
22335 25 0.047619
22335 1129 0.016393
22335 4444 0.142857
22336 22337 0.333333
22336 22338 1.000000
22339 22337 0.333333
22340 16450 0.166667
22341 13391 0.250000
22342 2342 0.100000
22344 24312 1.000000
22345 22346 1.000000
22347 795 0.015385
22347 22348 1.000000
22349 22350 1.000000
22352 7685 0.142857
22352 22319 0.500000
22354 3715 0.058824
22355 6458 0.125000
22356 446 0.013514
22356 3070 0.090909
22356 5806 0.200000
22356 6001 0.250000
22357 1878 0.111111
22357 2520 0.111111
22358 22359 1.000000
22358 22360 1.000000
22358 22361 1.000000
22358 22362 1.000000
22360 216 0.011905
22360 29391 1.000000
22363 221 0.006024
22363 283 0.031250
22363 606 0.005000
22363 620 0.035714
22363 953 0.017241
22363 2375 0.009434
22363 4912 0.040000
22363 6957 0.062500
22363 7222 0.038462
22363 11447 0.125000
22364 22365 1.000000
22365 1011 0.002584
22366 22367 1.000000
22368 6023 0.100000
22369 8485 0.111111
22369 9937 0.166667
22370 1203 0.052632
22370 3731 0.166667
22370 9937 0.166667
22371 20657 0.500000
22376 10778 0.142857
22376 14339 0.142857
22379 994 0.013889
22381 22382 1.000000
22381 22383 1.000000
22384 1004 0.038462
22385 22386 0.200000
22385 22387 1.000000
22388 266 0.010870
22388 8861 0.031250
22389 874 0.008850
22390 6142 0.125000
22391 404 0.016667
22391 22392 1.000000
22393 3001 0.076923
22394 1854 0.333333
22395 7468 0.066667
22395 10342 0.166667
22395 13114 0.333333
22395 22396 0.500000
22396 5977 0.333333
22397 19502 0.500000
22402 4291 0.035714
22402 5549 0.142857
22402 7468 0.066667
22402 9246 0.250000
22402 10916 0.111111
22402 12479 0.166667
22402 17905 0.166667
22404 12193 0.200000
22405 7636 0.071429
22405 7869 0.333333
22405 15514 0.166667
22405 15933 0.200000
22405 22406 1.000000
22407 20743 0.500000
22408 30 0.055556
22408 1566 0.008547
22410 1566 0.008547
22410 22411 1.000000
22410 22412 1.000000
22413 8219 0.083333
22414 11380 0.142857
22415 22416 1.000000
22417 5895 0.028571
22417 7617 0.083333
22417 9412 0.058824
22418 22419 1.000000
22420 14181 0.200000
22420 20075 1.000000
22421 4912 0.040000
22422 3297 0.043478
22422 3633 0.076923
22423 9412 0.058824
22423 11366 0.058824
22423 12516 0.333333
22424 22425 1.000000
22426 605 0.014085
22426 22427 1.000000
22431 22432 1.000000
22431 22433 1.000000
22435 5130 0.166667
22436 7801 0.166667
22437 14610 1.000000
22438 7889 0.058824
22439 5334 0.045455
22439 21769 1.000000
22439 22440 1.000000
22441 6882 0.030303
22442 425 0.016667
22442 5523 0.090909
22442 22443 1.000000
22444 22445 1.000000
22448 299 0.025641
22448 951 0.007634
22448 3003 0.062500
22448 22449 1.000000
22449 608 0.045455
22452 13555 0.333333
22453 1799 0.071429
22453 11307 0.111111
22453 22454 1.000000
22453 22455 1.000000
22455 16007 0.500000
22456 600 0.013699
22457 22458 1.000000
22458 15740 0.500000
22459 4613 0.020000
22459 9757 0.100000
22460 913 0.018519
22462 6184 0.090909
22463 21975 0.500000
22464 971 0.012821
22465 386 0.008621
22466 4 0.022222
22467 22468 1.000000
22469 11385 0.500000
22470 22471 1.000000
22472 8083 0.032258
22473 22474 1.000000
22475 993 0.015625
22476 51 0.034483
22476 386 0.008621
22477 498 0.008772
22478 9800 0.500000
22479 10953 0.250000
22480 613 0.111111
22480 909 0.052632
22480 4991 0.250000
22480 5392 0.076923
22480 6503 0.333333
22480 11622 0.250000
22482 24449 1.000000
22484 17395 0.500000
22485 429 0.012346
22486 22487 1.000000
22488 561 0.034483
22488 22489 0.500000
22491 22492 1.000000
22493 5510 0.142857
22493 18153 0.500000
22494 6203 0.125000
22495 9173 0.250000
22496 362 0.020408
22496 1387 0.014085
22497 21225 1.000000
22498 601 0.055556
22499 975 0.031250
22499 22500 1.000000
22501 22502 1.000000
22503 22504 1.000000
22505 17319 0.250000
22506 17319 0.250000
22507 7889 0.058824
22507 16650 0.500000
22508 6138 0.076923
22509 2375 0.009434
22510 4401 0.100000
22510 10842 0.333333
22510 20296 0.500000
22510 22511 1.000000
22511 22510 0.500000
22511 25545 1.000000
22511 25546 1.000000
22512 112 0.014493
22512 431 0.028571
22512 842 0.023256
22512 857 0.071429
22512 1888 0.062500
22512 2360 0.142857
22512 6811 0.250000
22513 123 0.008772
22514 631 0.010638
22515 1387 0.014085
22516 14334 0.500000
22517 2989 0.037037
22517 4785 0.083333
22517 22518 1.000000
22519 19701 1.000000
22520 11042 0.166667
22521 11042 0.166667
22522 7 0.008772
22522 186 0.026316
22522 229 0.012987
22522 602 0.047619
22522 1011 0.002584
22522 1277 0.035714
22522 3004 0.050000
22522 13959 0.166667
22522 22523 1.000000
22524 525 0.013889
22524 4275 0.100000
22525 12639 0.250000
22525 12716 0.500000
22526 4003 0.066667
22527 437 0.014925
22527 1865 0.250000
22528 523 0.008547
22528 22529 1.000000
22530 6118 0.125000
22530 11052 0.333333
22531 2379 0.055556
22531 22532 1.000000
22533 420 0.031250
22535 1230 0.250000
22536 2110 0.043478
22537 9 0.083333
22538 5 0.012048
22538 137 0.030303
22538 1011 0.002584
22539 10506 0.250000
22540 964 0.033333
22541 13187 0.333333
22542 28 0.066667
22542 604 0.033333
22542 606 0.005000
22542 1870 0.058824
22542 2018 0.022222
22542 6324 0.142857
22542 6721 0.029412
22542 6881 0.083333
22542 7001 0.250000
22543 4018 0.090909
22544 3429 0.052632
22545 11722 1.000000
22547 1062 0.058824
22547 2313 0.018182
22547 9731 0.500000
22548 22549 1.000000
22550 22551 0.500000
22552 22553 1.000000
22554 18882 0.333333
22555 337 0.018519
22556 1012 0.027027
22557 4827 0.090909
22558 11273 0.032258
22559 22560 1.000000
22561 22562 1.000000
22563 4827 0.090909
22569 542 0.010989
22571 999 0.026316
22571 1011 0.002584
22571 5895 0.028571
22572 15947 1.000000
22574 1959 0.027027
22574 22575 1.000000
22580 11550 0.125000
22581 641 0.009524
22581 1344 0.012821
22581 4703 0.090909
22582 159 0.050000
22584 8717 0.142857
22586 627 0.024390
22586 789 0.030303
22586 8200 0.090909
22586 12151 0.333333
22587 1951 0.010101
22587 20760 0.500000
22589 12280 0.166667
22590 1397 0.045455
22591 4813 0.333333
22592 9832 0.333333
22592 11473 0.333333
22593 600 0.013699
22593 2510 0.034483
22593 8961 0.333333
22593 16179 0.500000
22594 824 0.076923
22595 22596 1.000000
22597 8298 0.100000
22597 8684 0.100000
22597 11366 0.058824
22598 16319 0.200000
22598 23816 1.000000
22598 23817 0.500000
22599 787 0.021739
22600 22601 0.500000
22602 11 0.016129
22603 605 0.014085
22604 429 0.012346
22605 221 0.006024
22605 1011 0.002584
22606 1234 0.027778
22606 1727 0.090909
22607 1163 0.020833
22610 1234 0.027778
22610 4214 0.066667
22611 6882 0.030303
22611 7394 0.125000
22611 17017 0.333333
22611 19647 0.500000
22612 2821 0.076923
22613 824 0.076923
22613 1805 0.029412
22613 22614 1.000000
22614 4283 0.200000
22615 2910 0.062500
22618 6206 0.020833
22621 431 0.028571
22621 6787 0.200000
22622 7367 0.142857
22623 112 0.014493
22623 302 0.125000
22625 1689 0.018519
22625 22626 1.000000
22627 13899 0.125000
22630 1234 0.027778
22633 1234 0.027778
22634 20779 0.500000
22635 4534 0.100000
22635 22636 1.000000
22637 1277 0.035714
22637 14698 0.250000
22638 1796 0.030303
22639 2648 0.083333
22640 7340 0.250000
22640 22641 1.000000
22641 26106 1.000000
22642 386 0.008621
22642 488 0.019231
22643 400 0.025641
22644 137 0.030303
22644 1051 0.023810
22644 1168 0.100000
22644 8036 0.076923
22644 22645 1.000000
22646 24 0.142857
22647 4956 0.125000
22647 7964 0.500000
22648 1129 0.016393
22649 4314 0.062500
22649 20530 1.000000
22650 3080 0.200000
22651 2344 0.022222
22651 6074 0.047619
22651 13955 0.250000
22651 17994 0.500000
22651 22652 1.000000
22653 22654 1.000000
22655 1552 0.037037
22656 22657 0.500000
22657 22656 1.000000
22658 422 0.200000
22659 1313 0.022727
22660 21486 0.333333
22661 21720 1.000000
22662 362 0.020408
22662 1337 0.050000
22663 221 0.006024
22663 1803 0.026316
22663 7908 0.090909
22664 157 0.014925
22664 1416 0.166667
22664 5741 0.083333
22665 22666 1.000000
22667 8499 0.100000
22668 612 0.012821
22669 1187 0.071429
22669 21233 1.000000
22670 1878 0.111111
22670 22671 1.000000
22672 1682 0.062500
22673 6007 0.083333
22674 3081 0.250000
22675 1234 0.027778
22675 2602 0.024390
22676 4 0.022222
22677 22678 1.000000
22679 406 0.013158
22679 4062 0.055556
22680 4767 0.111111
22681 1234 0.027778
22682 4292 0.076923
22683 2780 0.083333
22684 1268 0.050000
22684 11247 1.000000
22684 22685 1.000000
22688 3978 0.200000
22689 2472 0.052632
22690 2472 0.052632
22691 6776 0.111111
22691 22692 1.000000
22692 4645 0.125000
22693 1293 0.026316
22693 1820 0.125000
22694 25778 1.000000
22695 1166 0.015152
22695 18313 0.250000
22696 954 0.029412
22697 22698 1.000000
22699 22700 1.000000
22701 239 0.006849
22701 22702 1.000000
22703 18674 0.333333
22704 2313 0.018182
22704 20156 1.000000
22704 22705 1.000000
22704 22706 1.000000
22707 737 0.033333
22708 606 0.005000
22709 9803 0.333333
22710 906 0.022727
22710 1286 0.020408
22712 370 0.013158
22713 965 0.071429
22713 1197 0.033333
22713 12180 0.250000
22714 1145 0.013699
22714 2336 0.166667
22714 11290 0.500000
22715 284 0.142857
22715 3663 0.083333
22715 9464 0.333333
22716 24931 1.000000
22717 872 0.010753
22717 2103 0.033333
22717 14568 0.333333
22718 4141 0.250000
22718 4613 0.020000
22718 22719 1.000000
22719 10399 0.125000
22720 1647 0.016393
22720 1772 0.142857
22720 9185 0.166667
22720 11657 0.500000
22720 15888 0.250000
22721 4637 0.142857
22721 8167 0.250000
22721 22722 1.000000
22723 3322 0.090909
22723 22724 1.000000
22725 542 0.010989
22725 951 0.007634
22725 1045 0.026316
22726 1985 0.200000
22728 5161 0.043478
22728 15609 0.111111
22728 15740 0.500000
22728 22729 1.000000
22730 625 0.111111
22730 1007 0.023256
22731 1666 0.034483
22732 12704 0.166667
22733 19627 0.500000
22734 1367 0.166667
22735 2343 0.071429
22736 13365 0.333333
22736 16999 0.250000
22736 22737 1.000000
22738 324 0.021739
22738 431 0.028571
22738 872 0.010753
22738 2358 0.018182
22739 542 0.010989
22739 1479 0.045455
22740 4030 0.058824
22741 405 0.012658
22742 22743 1.000000
22743 1855 0.027027
22743 3922 0.500000
22743 25855 1.000000
22744 22745 1.000000
22745 10091 0.500000
22746 22747 0.500000
22747 23849 1.000000
22747 23850 1.000000
22747 23851 0.333333
22747 23852 1.000000
22748 1759 0.090909
22748 3034 0.052632
22748 22749 1.000000
22749 26085 0.500000
22750 6258 0.142857
22750 6287 0.047619
22751 22752 1.000000
22753 5340 0.142857
22754 921 0.030303
22755 5533 0.066667
22755 7048 0.200000
22756 962 0.045455
22758 22759 1.000000
22759 22758 0.250000
22760 3438 0.200000
22761 729 0.062500
22762 124 0.020000
22763 22764 0.500000
22765 22766 1.000000
22767 5981 0.142857
22768 3632 0.040000
22768 6074 0.047619
22768 8381 0.500000
22769 526 0.020000
22769 6641 0.250000
22770 5539 0.125000
22771 2057 0.022727
22772 9 0.083333
22772 1184 0.083333
22772 3446 0.111111
22772 6359 0.076923
22772 7931 0.066667
22772 9529 0.333333
22772 22773 1.000000
22773 2568 0.016949
22773 6662 0.142857
22773 8051 0.250000
22773 8561 0.062500
22773 12367 0.166667
22773 14933 0.250000
22774 7923 0.500000
22775 17262 0.500000
22776 22777 1.000000
22778 22499 1.000000
22779 22780 1.000000
22781 8695 0.083333
22782 2948 0.058824
22782 8140 0.142857
22783 22784 1.000000
22785 1781 0.026316
22786 4211 0.047619
22787 22788 1.000000
22789 1488 0.040000
22790 1960 0.125000
22790 3946 0.200000
22790 14958 0.500000
22791 63 0.050000
22792 2441 0.333333
22796 8861 0.031250
22797 6760 0.083333
22797 8861 0.031250
22798 22799 1.000000
22800 9615 0.333333
22801 3036 0.100000
22802 1525 0.052632
22802 21828 0.500000
22803 2375 0.009434
22803 2394 0.037037
22803 9772 0.142857
22803 13243 0.500000
22804 22805 0.500000
22806 11571 0.333333
22807 6009 0.166667
22807 22808 1.000000
22809 7425 0.142857
22810 6150 0.166667
22811 22484 1.000000
22812 15374 0.200000
22815 2088 0.200000
22815 4933 0.250000
22815 17214 1.000000
22815 22816 1.000000
22815 22817 1.000000
22815 22818 1.000000
22819 15374 0.200000
22819 22820 1.000000
22819 22821 1.000000
22820 15025 0.333333
22820 15374 0.200000
22822 6332 0.333333
22822 15928 0.250000
22822 22819 1.000000
22823 10548 0.333333
22824 9587 0.500000
22825 3231 0.062500
22825 10671 0.055556
22825 10681 0.100000
22825 26941 1.000000
22825 27030 1.000000
22826 7350 0.333333
22827 4848 0.050000
22827 17905 0.166667
22827 20648 1.000000
22827 22828 1.000000
22827 22829 1.000000
22830 527 0.016667
22830 606 0.005000
22830 3054 0.062500
22830 10210 0.166667
22831 22832 1.000000
22833 18062 0.125000
22834 15373 0.333333
22836 22837 1.000000
22838 22839 1.000000
22840 901 0.032258
22841 901 0.032258
22842 1325 0.028571
22843 38 0.027778
22843 6599 0.111111
22844 22845 1.000000
22847 244 0.030303
22847 645 0.008264
22848 8457 0.250000
22849 1293 0.026316
22850 1881 0.090909
22851 2774 0.050000
22852 22853 1.000000
22853 22854 1.000000
22854 1520 0.020833
22855 7587 0.333333
22856 446 0.013514
22856 2576 0.025000
22857 652 0.083333
22857 2231 0.142857
22858 10572 0.500000
22859 22860 1.000000
22860 22844 1.000000
22861 22862 0.500000
22861 22863 1.000000
22867 11706 0.166667
22867 13856 0.076923
22869 403 0.166667
22869 4396 0.076923
22869 10952 0.200000
22869 13728 0.500000
22870 12709 0.125000
22871 528 0.052632
22871 8580 0.200000
22872 274 0.066667
22872 6360 0.050000
22872 20269 0.500000
22874 22897 0.200000
22875 1079 0.200000
22875 2343 0.071429
22875 2848 0.111111
22875 11273 0.032258
22875 22897 0.200000
22876 5993 0.166667
22877 5224 0.043478
22878 13128 0.500000
22879 22880 1.000000
22881 2059 0.076923
22884 605 0.014085
22885 7992 0.111111
22885 16623 0.200000
22885 20880 0.500000
22887 7778 0.100000
22888 766 0.100000
22889 6313 0.100000
22890 268 0.011111
22891 639 0.011905
22891 22892 1.000000
22893 123 0.008772
22893 5812 0.250000
22893 12988 0.200000
22893 22894 1.000000
22895 13540 0.333333
22896 290 0.166667
22897 22898 0.333333
22897 22899 0.500000
22897 22900 1.000000
22900 12834 0.250000
22901 12834 0.250000
22902 3535 0.250000
22903 11676 0.200000
22904 1079 0.200000
22904 22899 0.500000
22905 22906 1.000000
22907 1525 0.052632
22908 4061 0.076923
22910 6179 0.100000
22911 529 0.045455
22911 606 0.005000
22911 737 0.033333
22911 799 0.031250
22911 1012 0.027027
22911 1344 0.012821
22911 1376 0.040000
22911 1393 0.043478
22911 1500 0.250000
22911 1634 0.020833
22911 2018 0.022222
22911 2419 0.034483
22911 2602 0.024390
22911 2632 0.050000
22911 2995 0.250000
22911 3000 0.100000
22911 4801 0.166667
22911 5655 0.250000
22911 5794 0.142857
22912 3294 0.100000
22913 17110 1.000000
22914 296 0.250000
22915 2516 0.058824
22915 22916 1.000000
22915 22917 1.000000
22918 1634 0.020833
22918 2377 0.037037
22918 7824 0.166667
22918 22919 0.500000
22918 22920 1.000000
22920 605 0.014085
22920 23027 0.500000
22923 239 0.006849
22923 339 0.018182
22924 6754 0.166667
22925 22926 1.000000
22925 22927 1.000000
22928 8795 0.111111
22928 22929 1.000000
22930 2827 0.058824
22931 2864 0.111111
22932 9862 0.055556
22933 7321 0.040000
22934 496 0.038462
22935 22936 1.000000
22937 1389 0.016949
22937 2291 0.058824
22938 1859 0.142857
22939 6094 0.125000
22940 1004 0.038462
22940 7796 0.500000
22941 3885 0.033333
22941 9191 0.166667
22942 13294 0.500000
22944 904 0.016949
22944 8900 0.083333
22945 1011 0.002584
22945 2563 0.023256
22946 1053 0.111111
22947 19921 1.000000
22948 22949 1.000000
22950 22067 1.000000
22951 4578 0.250000
22952 498 0.008772
22954 1895 0.027778
22955 950 0.023810
22956 7101 0.076923
22956 22957 1.000000
22958 22959 1.000000
22960 5275 0.028571
22960 5466 0.200000
22961 431 0.028571
22962 1306 0.071429
22963 124 0.020000
22963 221 0.006024
22964 18884 0.500000
22965 22966 1.000000
22967 13250 0.333333
22968 604 0.033333
22968 2842 0.018868
22968 22969 1.000000
22970 5224 0.043478
22974 8083 0.032258
22977 22189 0.333333
22978 9908 0.200000
22979 22980 1.000000
22981 5112 0.250000
22982 21314 0.500000
22982 21394 1.000000
22982 22983 1.000000
22984 17777 0.200000
22984 22898 0.333333
22987 3161 0.333333
22988 5736 0.200000
22988 6359 0.076923
22988 8510 0.500000
22989 13934 0.111111
22990 6259 0.250000
22990 9950 0.250000
22990 22991 1.000000
22990 22992 1.000000
22992 1572 0.058824
22992 23358 1.000000
22993 837 0.038462
22993 861 0.026316
22994 1007 0.023256
22996 22997 1.000000
22998 2297 0.142857
22999 16742 0.100000
23000 40 0.034483
23001 8618 0.250000
23001 23002 1.000000
23003 766 0.100000
23004 641 0.009524
23005 21598 0.500000
23006 23007 1.000000
23008 338 0.009524
23009 2330 0.066667
23010 1560 0.055556
23011 15172 0.500000
23012 328 0.142857
23013 3964 0.166667
23013 7931 0.066667
23013 13034 0.500000
23013 23014 1.000000
23015 3715 0.058824
23017 12529 0.250000
23017 23018 1.000000
23019 23020 1.000000
23021 6206 0.020833
23022 4104 0.052632
23023 16186 0.200000
23023 18786 0.500000
23027 18917 0.500000
23027 25104 1.000000
23028 8785 0.333333
23029 951 0.007634
23029 4069 0.142857
23029 6972 0.076923
23030 1408 0.111111
23030 6133 0.200000
23030 8578 0.500000
23030 11833 0.200000
23030 12707 1.000000
23030 14607 0.333333
23030 14642 0.166667
23030 16522 0.500000
23030 23031 1.000000
23032 5045 0.014085
23033 890 0.033333
23034 1477 0.023256
23035 15946 0.500000
23036 1667 0.024390
23036 23037 1.000000
23037 270 0.037037
23038 15609 0.111111
23039 9415 0.250000
23040 23041 1.000000
23042 523 0.008547
23042 1189 0.083333
23043 950 0.023810
23044 23045 1.000000
23047 11911 0.500000
23048 20469 0.200000
23049 2579 0.066667
23049 5234 0.066667
23050 11454 0.250000
23050 17187 0.333333
23050 23051 1.000000
23052 157 0.014925
23052 5243 0.142857
23052 10736 0.250000
23052 23053 0.500000
23052 23054 1.000000
23052 23055 1.000000
23052 23056 1.000000
23052 23057 1.000000
23052 23058 1.000000
23056 953 0.017241
23059 23060 1.000000
23060 779 0.100000
23061 23062 1.000000
23063 1347 0.020000
23064 896 0.090909
23065 33 0.111111
23065 3166 0.142857
23065 6706 0.090909
23065 6942 0.250000
23065 7948 0.033333
23066 563 0.071429
23066 23067 1.000000
23067 499 0.008696
23068 1011 0.002584
23070 14757 0.200000
23070 17735 0.500000
23072 15440 0.200000
23074 3678 0.045455
23075 15109 0.500000
23076 338 0.009524
23076 1293 0.026316
23076 8523 0.166667
23079 1044 0.016667
23081 12105 0.200000
23081 14587 1.000000
23082 12657 0.111111
23082 23083 1.000000
23082 23084 1.000000
23083 25340 1.000000
23085 8741 0.111111
23086 4061 0.076923
23086 4684 0.100000
23087 13762 0.500000
23089 4785 0.083333
23089 6497 0.100000
23090 585 0.090909
23091 7003 0.076923
23092 169 0.076923
23092 216 0.011905
23092 1464 0.022222
23092 8861 0.031250
23094 8528 0.066667
23095 7070 0.333333
23100 123 0.008772
23100 23101 1.000000
23102 347 0.166667
23103 3014 0.071429
23104 13098 0.125000
23104 23105 1.000000
23106 23107 1.000000
23108 4892 0.333333
23109 6136 0.250000
23110 23111 0.500000
23112 23113 1.000000
23114 7279 0.111111
23114 23115 0.500000
23115 23114 1.000000
23116 16373 0.200000
23117 20015 0.250000
23121 23122 1.000000
23121 23123 1.000000
23124 523 0.008547
23124 23125 1.000000
23126 23127 1.000000
23128 15206 0.500000
23129 1293 0.026316
23130 740 0.037037
23131 756 0.333333
23132 890 0.033333
23132 1887 0.038462
23132 2562 0.125000
23132 2755 0.250000
23132 3378 0.100000
23132 4767 0.111111
23132 6184 0.090909
23133 23134 1.000000
23135 5744 0.023810
23136 1306 0.071429
23136 19279 0.500000
23137 686 0.041667
23138 2910 0.062500
23139 337 0.018519
23139 645 0.008264
23139 2480 0.058824
23139 4211 0.047619
23139 9882 0.125000
23139 16594 1.000000
23139 18995 0.500000
23139 19336 0.500000
23140 23140 1.000000
23141 2989 0.037037
23142 10448 0.250000
23143 166 0.040000
23143 2047 0.090909
23144 23145 1.000000
23146 18005 0.250000
23147 123 0.008772
23147 1146 0.250000
23148 20855 1.000000
23149 23150 1.000000
23151 23152 1.000000
23151 23153 1.000000
23151 23154 1.000000
23151 23155 1.000000
23152 25028 1.000000
23156 686 0.041667
23157 23158 1.000000
23159 23160 1.000000
23161 2982 0.041667
23162 114 0.017857
23163 166 0.040000
23163 407 0.040000
23163 523 0.008547
23163 1389 0.016949
23164 21987 0.500000
23164 22896 0.500000
23164 23165 1.000000
23164 23166 1.000000
23167 23168 1.000000
23170 5167 0.058824
23171 14829 0.250000
23172 161 0.015152
23173 1179 0.090909
23174 917 0.200000
23175 3349 0.090909
23175 8089 0.200000
23176 606 0.005000
23177 7991 0.333333
23178 20463 0.250000
23179 1011 0.002584
23180 498 0.008772
23181 23182 1.000000
23181 23183 1.000000
23181 23184 1.000000
23185 606 0.005000
23185 7306 1.000000
23186 23187 1.000000
23188 498 0.008772
